"date","report_url","report_title","report_description","report_type"
19 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151119A.pdf","Japan"," October Records Surprise Trade Surplus While BOJ Again Provided No Surprise In An Unchanged November MPM Decision","Japan"
19 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151119.pdf","US"," Oct FOMC Minutes Inserted Dec Possibility But Little Else","United States"
17 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151117A.pdf","Indonesia"," Interest Rates Steady Amid Looming Fed Normalisation","Indonesia"
17 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151117.pdf","Singapore"," Smaller-Than-Expected Pace Of NODX Contraction In October","Singapore"
16 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151116C.pdf","China"," Edging Closer To SDR Decision (Chinese)","China (Chinese Version)"
16 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151116B.pdf","Thailand"," Economic Expansion Slightly Rose In 3Q15","Thailand"
16 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151116A.pdf","Japan"," Hits Recession As 3Q15 GDP Shrinks 0.8%, With More Weakness Likely Ahead","Japan"
16 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151116.pdf","China"," Edging Closer To SDR Decision","China"
13 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151113.pdf","Malaysia"," 3Q15 GDP Growth Expectedly Moderates To 4.7%","Malaysia"
6 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151106B.pdf","US"," 271k October NFP Makes A Firmer ""Yes"" To Dec FOMC","United States"
6 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151106A.pdf","Malaysia"," Robust September Trade; Revising Up Export Forecast","Malaysia"
6 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151106.pdf","Malaysia"," BNM Stays The Course On Rates But Flags High Downside Risks To Growth","Malaysia"
5 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151105.pdf","Indonesia"," Growth Edged Marginally Higher In 3Q15","Indonesia"
4 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151104B.pdf","China"," Moderate Growth And Further Market Liberalization In 13th 5-Year Plan (Chinese)","China (Chinese Version)"
4 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151104A.pdf","Thailand"," BoT Remains On Hold In November","Thailand"
4 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151104.pdf","China"," Moderate Growth And Further Market Liberalization In 13th 5-Year Plan","China"
3 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151103.pdf","RBA Holds At 2% But Signals Room To Ease",,"Australia"
2 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151102A.pdf","China"," Further Liberalization Measures Proposed For Shanghai FTZ (Chinese)","China (Chinese Version)"
2 November 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151102.pdf","China"," Further Liberalization Measures Proposed For Shanghai FTZ","China"
30 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151030B.pdf","Japan"," BOJ October Policy Unchanged; Lowers GDP, Prices Targets","Japan"
30 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151030A.pdf","US FOMC"," On Hold In October, Hints December Possibility (Chinese)","United States (Chinese Version)"
30 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151030.pdf","US"," 3Q15 GDP Slows To 1.5% But Details Provide Some Comfort","United States"
29 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151029A.pdf","RBNZ Decides To ""Wait-And-See""",,"New Zealand"
29 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151029.pdf","US FOMC"," On Hold In October, Hints December Possibility","United States"
26 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151026C.pdf","China"," Simultaneous Rate Cuts And Interest Rate Liberalization (Chinese)","China (Chinese Version)"
26 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151026B.pdf","Thailand"," September Trade Data Remain Weak","Thailand"
26 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151026A.pdf","Singapore"," Technical Recession Looms Again With 8th Month Of Manufacturing Contraction","Singapore"
26 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151026.pdf","China"," Simultaneous Rate Cuts And Interest Rate Liberalization","China"
23 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151023D.pdf","Malaysia"," Expansionary Budget 2016","Malaysia"
23 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151023C.pdf","Singapore"," September Headline Prices Deflate For 11th Month But Core Inflation Records Surprise Jump","Singapore"
23 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151023B.pdf","Malaysia"," Slower Inflation In September","Malaysia"
23 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151023A.pdf","South Korea"," Growth Rebounded In 3Q15","South Korea"
23 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151023.pdf","ECB Signals Further Easing",,"Eurozone"
21 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151021.pdf","Japan"," September Marks 8 Months Of Trade Deficit In 2015","Japan"
19 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151019.pdf","China"," 3Q15 GDP Report Reaffirms Economic Rebalancing  ","China"
16 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151016.pdf","Singapore"," Upside Surprise In NODX For September","Singapore"
15 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151015A.pdf","Indonesia"," BI Kept Rates Steady","Indonesia"
15 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151015.pdf","South Korea"," BoK Likely To Hold Fire Ahead As Growth Improves","South Korea"
14 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151014.pdf","Singapore"," MAS Lowers Policy Slope 'Slightly'; Technical Recession Averted","Singapore"
13 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151013.pdf","China"," PBoC Enhances Its Monetary Policy Toolbox (Chinese)","China (Chinese Version)"
12 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151012.pdf","China"," PBoC Enhances Its Monetary Policy Toolbox","China"
9 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151009.pdf","US"," ""Prudent"" Sep FOMC Minutes Seen As Dovish, Putting Fed's Hike Resolve Into Question","United States"
8 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151008D.pdf","China"," CIPS Propels Further RMB Internationalization (Chinese)","China (Chinese Version)"
8 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151008C.pdf","China"," CIPS Propels Further RMB Internationalization","China"
8 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151008B.pdf","Indonesia"," Government Stepped Up Measures To Boost Growth","Indonesia"
8 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151008A.pdf","US"," Re-Run Of The US Debt Ceiling Drama In 2015?","United States"
8 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151008.pdf","Malaysia"," September Foreign Reserves Declines  ","Malaysia"
7 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151007B.pdf","Indonesia"," Maintaining Our USD/IDR Call","Indonesia"
7 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151007A.pdf","Malaysia"," August Trade Surplus Highest In Nine Months","Malaysia"
7 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151007.pdf","Japan"," BOJ Policy Unchanged Today But The Focus Is On 30 October Meeting","Japan"
6 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151006A.pdf","Trans-Pacific Partnership"," Pact Finally Reached After First Mooted In 2006, Long Ratification Process Ahead","United States & Singapore"
6 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151006.pdf","RBA Keeps Rate Steady",,"Australia"
2 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151002.pdf","US"," Weak Sep 142k NFP Leaves Oct FOMC In The Cold","United States"
1 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151001B.pdf","China"," Edging Closer to SDR Decision","China"
1 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151001A.pdf","Indonesia"," BI Announced More FX Measures","Indonesia"
1 October 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_151001.pdf","Malaysia"," 2016 Budget Preview - No Room For Complacency","Malaysia"
29 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150929.pdf","Thailand"," August Trade Data Still Paint A Weak Growth Picture","Thailand"
25 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150925C.pdf","Malaysia"," USDMYR Hits New High Of 4.3950; Revising Our View To 4.40","Malaysia"
25 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150925B.pdf","Singapore"," August Manufacturing Down 7%, Raising Expectations For Monetary Easing From MAS In October","Singapore"
25 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150925A.pdf","Taiwan"," First Rate Move Since 2H2011","Taiwan"
25 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150925.pdf","SGS Auction Preview"," 2Y (N215100F) 01 October 2017","Singapore"
23 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150923B.pdf","Malaysia"," Inflation Softens In August","Malaysia"
23 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150923A.pdf","Singapore"," August Prices Fell By The Most In Nearly 6 Years","Singapore"
23 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150923.pdf","Malaysia"," Foreign Reserves Improves But Ringgit Weakens","Malaysia"
21 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150921.pdf","Greek Elections"," Syriza Returns To Power","Greece"
18 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150918.pdf","US FOMC"," Fed Stays On Hold In Sep On Global Concerns","United States"
17 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150917A.pdf","Indonesia"," BI Maintained Interest Rates Ahead Of Fed Meeting","Indonesia"
17 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150917.pdf","Singapore"," NODX Fell Again In August, Worst Decline In Six Months","Singapore"
16 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150916.pdf","Thailand"," The Bank of Thailand Leaves Policy Unchanged In September","Thailand"
15 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150915A.pdf","Japan"," BOJ Sep Policy Unaltered But Export Outlook Dims","Japan"
15 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150915.pdf","China"," Dampening Depreciation Expectations In The Offshore Market  ","China"
14 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150914A.pdf","Malaysia"," Stimulus Measures Announced; Boost To Equities ","Malaysia"
14 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150914.pdf","Malaysia"," BNM Keeps Rates Unchanged As Growth Risks Loom ","Malaysia"
10 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150910.pdf","Dovish RBNZ Slashes And Signals Further Easing",,"New Zealand"
4 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150904C.pdf","US"," 173,000 But 5.1%. Do We Still Have Sep Liftoff? ","United States"
4 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150904B.pdf","Dovish Draghi Ready To Upsize QE; Focus Now Turn To Greek Elections",,"Eurozone"
4 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150904A.pdf","Malaysia"," July Trade Surplus Narrows Amid Higher Imports","Malaysia"
4 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150904.pdf","Asia"," Not Heading To Another 1997/98 Crisis","Asia"
2 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150902.pdf","China"," PBoC Continues To Douse Depreciation Expectations","China"
1 September 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150901.pdf","RBA Leaves Rates On Hold",,"Australia"
28 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150828A.pdf","US"," Better Than Expected 2Q15 US GDP Growth Revision","United States"
28 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150828.pdf","Thailand"," Exports Fall Again In July","Thailand"
26 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150826A.pdf","Singapore"," 6th Month Of Manufacturing Contraction In July Poses Risks For Growth","Singapore"
26 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150826.pdf","China"," Another Simultaneous Easing Move","China"
25 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150825.pdf","Snapshot of Recent Market Developments & Outlook",,"Currency"
24 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150824.pdf","Singapore"," Prices Fell Again In July, Could Dampen Further","Singapore"
21 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150821.pdf","Malaysia"," Ringgit Slides Further Despite Reassurances of ""No Peg Or Capital Controls""  ","Malaysia"
20 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150820.pdf","Vietnam"," Dong Devalued For Third Time This Year","Vietnam"
19 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150819.pdf","Malaysia"," July CPI Gains On Petrol Prices; Reversal in August ","Malaysia"
18 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150818.pdf","Indonesia"," Interest Rates Steady For Sixth Straight Month","Indonesia"
17 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150817A.pdf","Thailand"," Economic Expansion Slows Further in 2Q15","Thailand"
17 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150817.pdf","Singapore"," NODX Fell Nearly 1% Due To Steeper Contraction In Non-Electronics Exports","Singapore"
13 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150813B.pdf","China"," PBoC Clarifies Further On RMB Policy","China"
13 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150813A.pdf","Malaysia"," 2Q GDP Growth Of 4.9%; Slower Outlook In 2H15","Malaysia"
13 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150813.pdf","South Korea"," BoK Holds Interest Rate Amid Market Volatilities","South Korea"
12 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150812.pdf","Singapore"," USD/SGD Moves In Reaction To Weaker RMB Fixing","Singapore"
11 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150811D.pdf","China"," Change In Fixing Mechanism And A Surprise One-off Devaluation","China"
11 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150811C.pdf","Singapore"," 2Q 2015 GDP Grew At The Slowest Pace In Nearly 3 Years","Singapore"
11 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150811B.pdf","Malaysia"," Industrial Production Expands 4.3% In June","Malaysia"
11 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150811A.pdf","Malaysia"," Foreign Reserves  Falls To US$96.7bn In July","Malaysia"
11 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150811.pdf","China"," IMF Throws Roadblock On RMB's SDR Ambition (Chinese)","China (Chinese Version)"
5 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150805C.pdf","China"," IMF Throws Roadblock On RMB's SDR Ambition","China"
5 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150805B.pdf","Thailand"," The Bank Of Thailand Stays On Hold","Thailand"
5 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150805A.pdf","Malaysia"," Strong June Trade Data But Ringgit Unchanged","Malaysia"
5 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150805.pdf","Indonesia"," Growth Moderated Further In 2Q15","Indonesia"
4 August 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150804.pdf","RBA Holds Steady; Seems More Comfortable With Level Of Aussie",,"Australia"
31 July 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150731.pdf","US"," A Moderate 2Q15 GDP Rebound","United States"
30 July 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150730.pdf","US FOMC"," Unchanged Policy In July With No Fresh Leads","United States"
28 July 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150728.pdf","Thailand"," June Exports Decline At The Steepest Rate In More Than Three Years","Thailand"
24 July 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150724A.pdf","Singapore"," Manufacturing Sector Disappoints With 5th Consecutive Month Of Contraction","Singapore"
24 July 2015,"http://www.uobgroup.com/assets/pdfs/research/Flash_150724.pdf","Malaysia"," Foreign Reserves Falls To US$100.5bn","Malaysia"
